spy_oc_ret,spy_pco_ret,spy_volume,spy_volatility_atr,spy_trend_ichimoku_conv,spy_trend_ichimoku_base,spy_trend_ichimoku_a,spy_trend_ichimoku_b,spy_trend_cci,spy_momentum_rsi,spy_trend_macd,spy_trend_macd_signal,spy_momentum_ppo,spy_momentum_ppo_signal,spy_bull,spy_bear,spy_neutral,trade_date,vix_oc_ret,vix_pco_ret,vix_prev_close,vix_prev_open,vix_close,vix_bull,vix_bear,vix_neutral,jnk_oc_ret,jnk_pco_ret,jnk_prev_close,jnk_prev_open,jnk_close,jnk_bull,jnk_bear,jnk_neutral,hyg_oc_ret,hyg_pco_ret,hyg_prev_close,hyg_prev_open,hyg_close,hyg_bull,hyg_bear,hyg_neutral,xle_oc_ret,xle_pco_ret,xle_prev_close,xle_prev_open,xle_close,xle_bull,xle_bear,xle_neutral,xlf_oc_ret,xlf_pco_ret,xlf_prev_close,xlf_prev_open,xlf_close,xlf_bull,xlf_bear,xlf_neutral,xlk_oc_ret,xlk_pco_ret,xlk_prev_close,xlk_prev_open,xlk_close,xlk_bull,xlk_bear,xlk_neutral,xlu_oc_ret,xlu_pco_ret,xlu_prev_close,xlu_prev_open,xlu_close,xlu_bull,xlu_bear,xlu_neutral,xlv_oc_ret,xlv_pco_ret,xlv_prev_close,xlv_prev_open,xlv_close,xlv_bull,xlv_bear,xlv_neutral,xli_oc_ret,xli_pco_ret,xli_prev_close,xli_prev_open,xli_close,xli_bull,xli_bear,xli_neutral,dia_oc_ret,dia_pco_ret,dia_prev_close,dia_prev_open,dia_close,dia_bull,dia_bear,dia_neutral,gld_oc_ret,gld_pco_ret,gld_prev_close,gld_prev_open,gld_close,gld_bull,gld_bear,gld_neutral,datecol,week,year,month,Real_PCE,Real_PCE_YoY,Initial_Claims,Initial_Claims_YoY,USD_Daily_Return,Inflation Rate,10yr minus 2yr yield,Inversion Signal,US_Personal_Savings_Rate,US_Real_Disposable_Income,M2_and_Components,Job_Openings_Total_Nonfarm,St_Louis_Fed_Fin_Stress_Index,Chicago_Fed_Fin_Conditions_Index,month1,month2,month3,month4,month5,month6,month7,month8,month9,month10,month11,month12
-0.5584085356733333,-0.7030050992623476,1422361,3.1432136543089007,202.47,203.76,203.115,205.41500000000002,-98.11184074195914,41.538888026273966,-0.6945390161538114,-0.5017603581028051,-0.3420668292419683,-0.24680511019304482,0,1,0,2015-01-30,3.6579337617399825,7.835820895522382,18.76,20.46,20.97,1,0,0,-0.07697459068761693,-0.12812660959053782,117.0717,116.6517,116.8317,0,0,1,-0.16596592166407556,-0.1105216622458096,90.48,90.34,90.23,0,1,0,1.6276567124024666,-0.7476635514018721,74.9,75.2,75.55,1,0,0,-0.4756730267292975,-1.154654156597011,18.9927,18.814,18.6841,0,1,0,-0.9679821295606864,-0.27227722772277085,40.4,40.04,39.9,0,1,0,-2.0871327254306,-0.12143290831814445,49.41,48.64,48.32,0,1,0,-1.1417154274297092,-0.42631803325282275,70.37,69.78,69.27,0,1,0,-0.528618301130148,-1.09969352803317,55.47,54.9,54.57,0,1,0,-1.016107615033785,-0.39677975848188485,173.9,172.16,171.45,0,1,0,1.772464962901901,0.44716793640277575,120.76,121.98,123.45,1,0,0,2015-01-30,5,2015,1,11747.2,4.077257021351999,281000.0,-15.105740181268878,0.021106006244542286,1.57,1.21,0.0,8.0,13224.7,11745.2,5344.0,0.1019,-0.63625,1,0,0,0,0,0,0,0,0,0,0,0
0.9297210836748901,0.3058410629230452,1314424,3.2458922888780095,202.06,203.41500000000002,202.7375,205.41500000000002,-76.01513423487017,47.585237452957486,-0.677183780905068,-0.5368450426632577,-0.3336557809102265,-0.2641752443364812,1,0,0,2015-02-02,-6.988989947343231,-0.3814973772055236,20.97,20.23,19.43,0,1,0,0.12897227740467118,-0.38525502924291266,116.8317,116.9217,116.5317,0,1,0,0.1999333555481424,-0.22165576859138073,90.23,90.38,90.21,0,1,0,1.8043933054393244,1.2309728656518952,75.55,74.34,77.86,1,0,0,1.3441663819610488,0.2606494291938075,18.6841,18.7734,18.9846,1,0,0,0.8254127063531902,0.20050125313282782,39.9,40.29,40.31,1,0,0,0.43460264900662426,0.0,48.32,49.35,48.53,0,0,1,0.37463976945243643,0.18767143063376596,69.27,70.07,69.66,0,0,1,1.2246390056662433,0.2565512186182895,54.57,54.86,55.38,1,0,0,0.7676650189008559,0.2916302128900554,171.45,173.21,173.27,1,0,0,0.4760341431385409,-1.304171729445119,123.45,121.3,122.42,0,0,1,2015-02-02,6,2015,2,11773.3,3.726773741663214,298000.0,-11.572700296735905,-0.31645890516904807,1.62,1.19,0.0,8.1,13271.8,11863.9,5466.0,-0.2192,-0.63598,0,1,0,0,0,0,0,0,0,0,0,0
0.9064039408867012,0.5348652931854262,1035204,3.214303059990209,202.06,203.41500000000002,202.7375,205.41500000000002,68.01562311808554,53.68382717713403,-0.42293470735231153,-0.5140629756010685,-0.20824153463090395,-0.25298850239536574,1,0,0,2015-02-03,-5.866376969038576,-5.249613998970662,19.43,20.89,17.33,0,1,0,0.4374239332645385,0.05148813584629957,116.5317,116.3816,117.1017,1,0,0,0.3761894224385964,0.1884491741492093,90.21,90.03,90.72,1,0,0,1.535922823051528,1.1816080143847953,77.86,76.48,79.99,1,0,0,1.278230207371341,0.38452219167114604,18.9846,18.7328,19.3012,1,0,0,0.816023738872417,0.3225006201934891,40.31,39.98,40.77,1,0,0,0.5573905862923269,-0.18545229754791553,48.53,48.32,48.71,1,0,0,0.18571428571427923,0.48808498420902013,69.66,69.4,70.13,1,0,0,0.9506726457399124,0.6681112314915085,55.38,54.71,56.28,1,0,0,1.2634238787113174,0.4963351993997721,173.27,171.95,176.33,1,0,0,-0.5504436411436097,-0.5718019931383784,122.42,121.84,121.05,0,1,0,2015-02-03,6,2015,2,11773.3,3.726773741663214,298000.0,-11.572700296735905,-0.9523825670676223,1.62,1.27,0.0,8.1,13271.8,11863.9,5466.0,-0.2192,-0.63598,0,1,0,0,0,0,0,0,0,0,0,0
0.06865437426442467,-0.4491310290958875,1059156,3.0798727539911885,201.98000000000002,203.41500000000002,202.69750000000002,205.41500000000002,70.57575599492432,51.945156659229276,-0.28113916873004996,-0.4674782142268648,-0.13837672870804751,-0.23006614765790212,0,0,1,2015-02-04,2.861952861952851,2.8274668205424236,17.33,18.41,18.33,0,0,1,-0.23068701155230162,-0.05123751405828273,117.1017,116.5917,116.7717,0,0,1,-0.3309796999117356,-0.08818342151675297,90.72,90.38,90.34,0,1,0,-0.3546548448385068,-1.3001625203150295,79.99,78.78,78.67,0,1,0,-0.04205476464907057,-0.2103496155679507,19.3012,19.0576,19.2525,0,0,1,0.36855036855036505,-0.17169487368162933,40.77,40.44,40.85,1,0,0,-0.9264978381717168,-0.28741531513036456,48.71,48.44,48.12,0,1,0,-0.05772838793477594,-1.1977755596748743,70.13,70.0,69.25,0,1,0,-0.46337551238638036,-0.3020611229566484,56.28,55.75,55.85,0,0,1,0.4152445961319623,-0.30057278965575973,176.33,174.13,176.53,1,0,0,-0.04110827920743004,0.4791408508880614,121.05,121.72,121.58,0,0,1,2015-02-04,6,2015,2,11773.3,3.726773741663214,298000.0,-11.572700296735905,0.4166660213742013,1.62,1.29,0.0,8.1,13271.8,11863.9,5466.0,-0.2192,-0.63598,0,1,0,0,0,0,0,0,0,0,0,0
0.6150541833447187,0.3920415564049845,778565,2.9958854785920708,202.08,203.115,202.59750000000003,205.41500000000002,113.47372857999866,55.99837361364304,-0.002511448513388359,-0.37448486108416956,-0.0012348068601493144,-0.18429987949835158,1,0,0,2015-02-05,-2.544823597455163,-5.673758865248223,18.33,17.82,16.85,0,1,0,0.48763085830729913,0.10276462533302551,116.7717,117.0417,117.4617,1,0,0,0.35339591385975416,0.2324551693601879,90.34,90.64,90.87,1,0,0,0.25125628140703876,1.1821532985890335,78.67,78.95,79.8,1,0,0,0.7146778253078714,0.29554603298272347,19.2525,19.2606,19.4474,1,0,0,0.5119453924914523,0.4161566707466382,40.85,40.7,41.23,1,0,0,0.6216328222130217,0.290939318370741,48.12,48.57,48.56,0,0,1,1.0474960539532272,0.6353790613718379,69.25,69.29,70.42,1,0,0,0.5354274495805768,0.32229185317815523,55.85,56.11,56.33,1,0,0,0.7163808664259985,0.4248569648218433,176.53,175.8,178.55,1,0,0,0.6695321540750556,-0.49350222075998873,121.58,121.63,121.79,1,0,0,2015-02-05,6,2015,2,11773.3,3.726773741663214,298000.0,-11.572700296735905,0.7553985536862484,1.62,1.31,0.0,8.1,13271.8,11863.9,5466.0,-0.2192,-0.63598,0,1,0,0,0,0,0,0,0,0,0,0
-0.4889620449264092,0.21346788278672507,964656,2.928296930732866,202.55,203.025,202.78750000000002,205.41500000000002,117.2482011519009,54.6254387243649,0.1703451579072066,-0.26551885728589436,0.08368790801234365,-0.13070232199621257,0,0,1,2015-02-06,6.138735420503377,-3.3234421364985294,16.85,17.29,17.29,0,0,1,0.05100227980190908,0.15332657368317515,117.4617,116.8917,117.7018,1,0,0,-0.14274733721312777,0.22009464069548654,90.87,90.55,90.94,1,0,0,-0.7584234738281904,0.7894736842105384,79.8,79.6,79.82,1,0,0,-0.12381534698868954,0.9183746927610015,19.4474,19.3094,19.6017,1,0,0,-0.46015984499878354,0.14552510308028688,41.23,41.02,41.1,0,0,1,-3.6623215394165034,-0.4736408566721663,48.56,48.26,46.56,0,1,0,-0.7820275842456949,-0.12780460096563961,70.42,69.69,69.78,0,0,1,-0.3192621496984741,0.0887626486774441,56.33,56.03,56.2,0,0,1,-0.4082317414159433,0.1512181461775311,178.55,177.28,178.09,0,0,1,-0.428031892572392,-2.167665653994581,121.79,120.98,118.64,0,1,0,2015-02-06,6,2015,2,11773.3,3.726773741663214,298000.0,-11.572700296735905,0.0,1.62,1.3,0.0,8.1,13271.8,11863.9,5466.0,-0.2192,-0.63598,0,1,0,0,0,0,0,0,0,0,0,0
-0.06836939004737744,-0.37946971539771396,659401,2.7864672376595783,202.55,202.55,202.55,205.41500000000002,74.70347550588275,52.392675059593095,0.2304425543004811,-0.16632657496861927,0.11316826163981458,-0.08192820526900715,0,1,0,2015-02-09,-3.1837160751565734,10.815500289184508,17.29,16.29,18.55,1,0,0,-0.12740822785348196,0.0254881403682876,117.7018,117.6418,117.5818,0,1,0,-0.17605633802816528,-0.06597756762700932,90.94,91.07,90.72,0,1,0,-0.32435129740517826,0.4259584064144368,79.82,80.43,79.9,0,0,1,-0.0420245587421263,-0.45557273093661,19.6017,19.626,19.5042,0,1,0,0.12198097096852197,-0.26763990267639765,41.1,41.29,41.04,0,1,0,-0.7099827882960377,-0.171821305841936,46.56,48.33,46.15,0,1,0,-0.7198387561186295,-0.45858412152480277,69.78,70.33,68.96,0,1,0,0.2862766147790241,-0.5516014234875485,56.2,56.38,56.05,0,1,0,-0.05079580088046247,-0.5109775955977296,178.09,178.82,177.09,0,1,0,0.28612303290415164,0.16014834794335614,118.64,119.15,119.17,1,0,0,2015-02-09,7,2015,2,11773.3,3.726773741663214,285000.0,-14.156626506024095,-0.2639915607775989,1.62,1.31,0.0,8.1,13271.8,11863.9,5466.0,-0.4442,-0.64086,0,1,0,0,0,0,0,0,0,0,0,0
0.4517194482222687,0.6108586228803206,716222,2.7568205138936213,202.55,202.55,202.55,205.41500000000002,112.79333289890029,56.8892960367546,0.4488044169527541,-0.0433003765843446,0.2201489979669358,-0.021512764621818566,1,0,0,2015-02-10,-2.7652370203160186,-4.474393530997315,18.55,19.16,17.23,0,1,0,0.10187466360137509,0.17859906890351546,117.5818,117.7318,117.9118,1,0,0,0.143014301430138,0.19841269841270592,90.72,90.88,91.03,1,0,0,-0.24981264051961383,0.20025031289110962,79.9,80.16,79.86,0,1,0,0.041220534950936805,0.7495821412823921,19.5042,19.5124,19.6585,1,0,0,0.7986447241045457,0.6822612085770008,41.04,40.99,41.65,1,0,0,2.1470396877033227,-0.08667388949078905,46.15,46.48,47.1,1,0,0,0.8630609896432805,0.8120649651972192,68.96,69.46,70.12,1,0,0,0.017746228926349618,0.5352363960749408,56.05,55.89,56.36,1,0,0,0.19082898355503364,0.6098593935287052,177.09,177.18,178.51,1,0,0,-0.1348731349574278,-0.4531341780649545,119.17,118.83,118.47,0,1,0,2015-02-10,7,2015,2,11773.3,3.726773741663214,285000.0,-14.156626506024095,0.3282214907409209,1.62,1.34,0.0,8.1,13271.8,11863.9,5466.0,-0.4442,-0.64086,0,1,0,0,0,0,0,0,0,0,0,0
0.15488117709694263,-0.09670712247956512,715594,2.6431384625042567,202.655,202.655,202.655,205.41500000000002,112.6411105349237,57.129335229074634,0.6243437176979114,0.09022844227210661,0.3059142995599545,0.043972648214536045,1,0,0,2015-02-11,-2.6965002868617263,1.1607661056297114,17.23,17.72,16.96,0,1,0,0.07636709833876396,-0.05088549237650708,117.9118,117.7918,117.9418,1,0,0,0.02198285337436362,-0.05492694716027371,91.03,90.9,91.0,0,0,1,0.5834601725012605,-1.2772351615326771,79.86,80.06,79.3,0,1,0,0.12376363691925421,-0.12361065188086685,19.6585,19.6504,19.6585,0,0,1,0.23975065931431652,0.14405762304922515,41.65,41.32,41.81,1,0,0,-1.7693455553186919,-0.4033970276008595,47.1,46.11,46.08,0,1,0,0.014249073810189377,0.0855675984027414,70.12,69.52,70.19,1,0,0,0.23111111111111565,-0.19517388218594647,56.36,56.35,56.38,1,0,0,0.34252344320286665,-0.23528093664219793,178.51,178.17,178.7,1,0,0,-1.1984133682167286,0.016881911032325503,118.47,118.63,117.07,0,1,0,2015-02-11,7,2015,2,11773.3,3.726773741663214,285000.0,-14.156626506024095,0.24271393241255268,1.62,1.33,0.0,8.1,13271.8,11863.9,5466.0,-0.4442,-0.64086,0,1,0,0,0,0,0,0,0,0,0,0
0.49545432680744683,0.46392499879185206,766765,2.5848246162538313,203.425,203.425,203.425,205.41500000000002,151.26460706278397,61.00675592553299,0.9135059195045585,0.254883937718597,0.4468141300848341,0.12454094458859566,1,0,0,2015-02-12,-6.406345332519833,-3.360849056603775,16.96,17.43,15.34,0,1,0,0.025429806106206005,0.025436274501492377,117.9418,117.8518,118.0018,1,0,0,-0.16458196181699108,0.15384615384615447,91.0,90.98,90.99,0,0,1,-0.04976362279172934,1.3619167717528353,79.3,78.84,80.34,1,0,0,0.8247422680412455,0.16532288831802458,19.6585,19.6342,19.8534,1,0,0,0.5934013766911939,0.7653671370485536,41.81,41.71,42.38,1,0,0,-0.6497725795971502,0.1953125000000074,46.08,46.91,45.87,0,1,0,-0.11344299489506282,0.4701524433679987,70.19,70.18,70.44,1,0,0,0.6010252784161151,0.3369989357928303,56.38,56.25,56.91,1,0,0,0.3179561555196035,0.3189703413542371,178.7,178.09,179.84,1,0,0,-0.28891910265126053,0.5210557785940153,117.07,118.49,117.34,0,0,1,2015-02-12,7,2015,2,11773.3,3.726773741663214,285000.0,-14.156626506024095,-0.9474697822076439,1.62,1.38,0.0,8.1,13271.8,11863.9,5466.0,-0.4442,-0.64086,0,1,0,0,0,0,0,0,0,0,0,0
